,hr,casual,registered,cnt
10492,7,17,25,42
10493,8,25,71,96
10494,9,65,113,178
10495,10,139,212,351
10496,11,129,239,368
10497,12,222,281,503
10498,13,198,346,544
10499,14,218,303,521
10500,15,240,314,554
10501,16,229,312,541
10502,17,233,308,541
10503,18,165,294,459
10504,19,118,234,352
10505,20,59,139,198
10506,21,44,129,173
10507,22,21,79,100
10508,23,7,39,46
10509,0,4,19,23
10510,1,0,15,15
10511,2,1,7,8
10512,3,0,2,2
10513,4,0,3,3
10514,5,0,31,31
10515,6,2,118,120
10516,7,25,329,354
10517,8,16,563,579
10518,9,55,276,331
10519,10,56,128,184
10520,11,56,145,201
10521,12,71,211,282
10522,13,69,194,263
10523,14,60,200,260
10524,15,97,189,286
10525,16,65,320,385
10526,17,106,615,721
10527,18,120,681,801
10528,19,86,463,549
10529,20,34,296,330
10530,21,33,190,223
10531,22,17,131,148
10532,23,9,45,54
10533,0,5,24,29
10534,1,6,9,15
10535,2,2,8,10
10536,3,0,3,3
10537,4,0,6,6
10538,5,0,20,20
10539,6,6,94,100
10540,7,3,167,170
10541,8,28,488,516
10542,9,41,284,325
10543,10,44,119,163
10544,11,74,156,230
10545,12,56,205,261
10546,13,77,207,284
10547,14,66,182,248
10548,15,67,177,244
10549,16,99,332,431
10550,17,108,642,750
10551,18,136,665,801
10552,19,75,480,555
10553,20,78,299,377
10554,21,38,239,277
10555,22,32,156,188
10556,23,10,80,90
10557,0,4,29,33
10558,1,4,22,26
10559,2,2,8,10
10560,3,1,7,8
10561,4,0,4,4
10562,5,4,35,39
10563,6,10,139,149
10564,7,34,338,372
10565,8,33,502,535
10566,9,38,255,293
10567,10,30,124,154
10568,11,38,154,192
10569,12,58,171,229
10570,13,81,222,303
10571,14,74,151,225
10572,15,68,175,243
10573,16,91,287,378
10574,17,113,616,729
10575,18,152,627,779
10576,19,86,496,582
10577,20,76,298,374
10578,21,47,204,251
10579,22,41,156,197
10580,23,37,88,125
10581,0,9,32,41
10582,1,14,16,30
10583,2,1,5,6
10584,3,0,7,7
10585,4,0,6,6
10586,5,2,32,34
10587,6,10,126,136
10588,7,29,332,361
10589,8,51,598,649
10590,9,41,277,318
10591,10,32,110,142
10592,11,53,166,219
10593,12,48,224,272
10594,13,83,215,298
10595,14,96,161,257
10596,15,102,202,304
10597,16,125,300,425
10598,17,154,656,810
10599,18,147,654,801
10600,19,117,469,586
10601,20,64,360,424
10602,21,66,308,374
10603,22,56,164,220
10604,23,34,117,151
10605,0,30,65,95
10606,1,18,32,50
10607,2,12,20,32
10608,3,4,6,10
10609,4,0,3,3
10610,5,5,29,34
10611,6,6,110,116
10612,7,28,318,346
10613,8,47,615,662
10614,9,75,305,380
10615,10,125,150,275
10616,11,131,187,318
10617,12,199,272,471
10618,13,172,256,428
10619,14,208,224,432
10620,15,191,281,472
10621,16,219,370,589
10622,17,264,693,957
10623,18,237,593,830
10624,19,213,473,686
10625,20,117,328,445
10626,21,64,220,284
10627,22,53,218,271
10628,23,51,125,176
10629,0,45,111,156
10630,1,20,108,128
10631,2,14,55,69
10632,3,10,22,32
10633,4,1,6,7
10634,5,0,4,4
10635,6,4,24,28
10636,7,25,45,70
10637,8,41,113,154
10638,9,96,153,249
10639,10,148,197,345
10640,11,98,175,273
10641,12,61,122,183
10642,13,62,134,196
10643,14,63,160,223
10644,15,118,172,290
10645,16,49,128,177
10646,17,47,68,115
10647,18,27,110,137
10648,19,28,105,133
10649,20,31,80,111
10650,21,16,88,104
10651,22,12,71,83
10652,23,17,88,105
10653,0,18,62,80
10654,1,24,65,89
10655,2,6,29,35
10656,3,8,10,18
10657,4,1,7,8
10658,5,0,6,6
10659,6,5,13,18
10660,7,14,25,39
10661,8,21,68,89
10662,9,26,92,118
10663,10,78,172,250
10664,11,106,217,323
10665,12,122,238,360
10666,13,110,257,367
10667,14,123,291,414
10668,15,139,282,421
10669,16,153,339,492
10670,17,146,273,419
10671,18,202,289,491
10672,19,114,261,375
10673,20,63,196,259
10674,21,25,124,149
10675,22,19,92,111
10676,23,9,56,65
10677,0,10,23,33
10678,1,18,10,28
10679,2,14,6,20
10680,3,0,1,1
10681,4,0,4,4
10682,5,0,36,36
10683,6,7,110,117
10684,7,15,355,370
10685,8,32,625,657
10686,9,37,245,282
10687,10,55,98,153
10688,11,47,131,178
10689,12,63,216,279
10690,13,79,222,301
10691,14,58,159,217
10692,15,66,157,223
10693,16,60,245,305
10694,17,65,599,664
10695,18,90,594,684
10696,19,41,417,458
10697,20,12,209,221
10698,21,11,175,186
10699,22,13,80,93
10700,23,2,46,48
10701,0,1,9,10
10702,1,1,4,5
10703,2,1,6,7
10704,3,0,4,4
10705,4,0,3,3
10706,5,1,16,17
10707,6,5,96,101
10708,7,9,277,286
10709,8,14,567,581
10710,9,8,259,267
10711,10,20,118,138
10712,11,34,141,175
10713,12,34,186,220
10714,13,46,165,211
10715,14,37,147,184
10716,15,42,158,200
10717,16,38,267,305
10718,17,72,542,614
10719,18,67,577,644
10720,19,40,377,417
10721,20,28,266,294
10722,21,21,200,221
10723,22,7,127,134
10724,23,5,59,64
10725,0,1,29,30
10726,1,0,8,8
10727,2,0,3,3
10728,3,1,4,5
10729,4,1,0,1
10730,5,2,38,40
10731,6,4,111,115
10732,7,10,348,358
10733,8,19,639,658
10734,9,16,298,314
10735,10,33,140,173
10736,11,54,168,222
10737,12,50,218,268
10738,13,60,213,273
10739,14,52,169,221
10740,15,47,152,199
10741,16,51,170,221
10742,17,72,532,604
10743,18,61,580,641
10744,19,41,415,456
10745,20,38,324,362
10746,21,28,233,261
10747,22,21,151,172
10748,23,12,81,93
10749,0,10,38,48
10750,1,15,18,33
10751,2,0,6,6
10752,3,1,4,5
10753,4,1,8,9
10754,5,2,30,32
10755,6,3,114,117
10756,7,14,353,367
10757,8,26,628,654
10758,9,22,299,321
10759,10,42,124,166
10760,11,54,166,220
10761,12,64,228,292
10762,13,50,223,273
10763,14,63,175,238
10764,15,109,198,307
10765,16,67,321,388
10766,17,83,620,703
10767,18,83,598,681
10768,19,47,421,468
10769,20,34,301,335
10770,21,10,214,224
10771,22,17,135,152
10772,23,17,77,94
10773,0,10,49,59
10774,1,6,21,27
10775,2,1,6,7
10776,3,0,7,7
10777,4,1,1,2
10778,5,0,26,26
10779,6,5,81,86
10780,7,9,280,289
10781,8,38,555,593
10782,9,29,292,321
10783,10,50,137,187
10784,11,48,153,201
10785,12,62,208,270
10786,13,44,198,242
10787,14,56,173,229
10788,15,73,207,280
10789,16,75,292,367
10790,17,93,513,606
10791,18,68,492,560
10792,19,42,353,395
10793,20,17,192,209
10794,21,30,190,220
10795,22,23,130,153
10796,23,16,107,123
10797,0,12,80,92
10798,1,17,65,82
10799,2,14,55,69
10800,3,10,21,31
10801,4,4,4,8
10802,5,0,5,5
10803,6,7,16,23
10804,7,5,39,44
10805,8,19,126,145
10806,9,62,161,223
10807,10,108,205,313
10808,11,184,279,463
10809,12,263,358,621
10810,13,265,373,638
10811,14,240,311,551
10812,15,275,330,605
10813,16,243,292,535
10814,17,238,305,543
10815,18,102,239,341
10816,19,93,191,284
10817,20,52,156,208
10818,21,36,107,143
10819,22,40,116,156
10820,23,12,100,112
10821,0,8,59,67
10822,1,13,49,62
10823,2,20,61,81
10824,3,4,21,25
10825,4,3,9,12
10826,5,8,10,18
10827,6,9,88,97
10828,7,29,55,84
10829,8,37,88,125
10830,9,102,173,275
10831,10,132,228,360
10832,11,180,271,451
10833,12,187,258,445
10834,13,190,274,464
10835,14,283,278,561
10836,15,295,278,573
10837,16,236,275,511
10838,17,232,323,555
10839,18,153,279,432
10840,19,110,236,346
10841,20,66,166,232
10842,21,33,101,134
10843,22,7,61,68
10844,23,10,53,63
10845,0,6,11,17
10846,1,0,5,5
10847,2,2,3,5
10848,4,2,2,4
10849,5,2,22,24
10850,6,6,104,110
10851,7,12,294,306
10852,8,36,553,589
10853,9,52,265,317
10854,10,85,119,204
10855,11,81,128,209
10856,12,100,181,281
10857,13,97,184,281
10858,14,127,141,268
10859,15,132,192,324
10860,16,104,291,395
10861,17,128,601,729
10862,18,75,543,618
10863,19,66,428,494
10864,20,48,281,329
10865,21,24,214,238
10866,22,17,106,123
10867,23,6,60,66
10868,0,1,32,33
10869,1,0,11,11
10870,2,0,5,5
10871,3,0,3,3
10872,4,0,1,1
10873,5,2,25,27
10874,6,2,98,100
10875,7,14,327,341
10876,8,27,577,604
10877,9,54,354,408
10878,10,77,142,219
10879,11,91,167,258
10880,12,101,230,331
10881,13,120,225,345
10882,14,120,191,311
10883,15,109,207,316
10884,16,145,340,485
10885,17,123,634,757
10886,18,139,661,800
10887,19,98,460,558
10888,20,54,325,379
10889,21,33,210,243
10890,22,25,133,158
10891,23,13,66,79
10892,0,18,23,41
10893,1,0,11,11
10894,2,0,5,5
10895,3,0,3,3
10896,4,0,1,1
10897,5,0,27,27
10898,6,6,120,126
10899,7,12,354,366
10900,8,31,653,684
10901,9,47,316,363
10902,10,68,99,167
10903,11,61,152,213
10904,12,73,210,283
10905,13,70,181,251
10906,14,82,176,258
10907,15,86,182,268
10908,16,86,304,390
10909,17,99,645,744
10910,18,113,646,759
10911,19,75,419,494
10912,20,39,333,372
10913,21,43,255,298
10914,22,30,151,181
10915,23,19,112,131
10916,0,12,33,45
10917,1,4,9,13
10918,2,7,11,18
10919,3,0,5,5
10920,4,0,1,1
10921,5,1,28,29
10922,6,8,118,126
10923,7,15,339,354
10924,8,28,610,638
10925,9,61,290,351
10926,10,88,158,246
10927,11,109,159,268
10928,12,66,210,276
10929,13,89,202,291
10930,14,143,144,287
10931,15,98,171,269
10932,16,84,318,402
10933,17,145,677,822
10934,18,80,618,698
10935,19,64,423,487
10936,20,33,279,312
10937,21,25,209,234
10938,22,20,129,149
10939,23,12,124,136
10940,0,12,49,61
10941,1,10,28,38
10942,2,6,5,11
10943,3,3,5,8
10944,4,2,3,5
10945,5,0,23,23
10946,6,0,80,80
10947,7,15,231,246
10948,8,19,489,508
10949,9,58,318,376
10950,10,81,157,238
10951,11,112,179,291
10952,12,113,224,337
10953,13,173,238,411
10954,14,240,250,490
10955,15,218,319,537
10956,16,184,352,536
10957,17,172,483,655
10958,18,104,380,484
10959,19,115,297,412
10960,20,61,191,252
10961,21,54,136,190
10962,22,34,124,158
10963,23,21,92,113
10964,0,9,85,94
10965,1,9,60,69
10966,2,11,25,36
10967,3,7,21,28
10968,4,3,4,7
10969,5,0,2,2
10970,6,1,18,19
10971,7,14,40,54
10972,8,29,94,123
10973,9,103,173,276
10974,10,187,176,363
10975,11,251,244,495
10976,12,320,270,590
10977,13,355,288,643
10978,14,326,252,578
10979,15,321,305,626
10980,16,354,261,615
10981,17,299,268,567
10982,18,227,290,517
10983,19,170,243,413
10984,20,73,135,208
10985,21,75,159,234
10986,22,76,106,182
10987,23,32,86,118
10988,0,21,64,85
10989,1,14,50,64
10990,2,7,25,32
10991,3,8,18,26
10992,4,0,7,7
10993,5,4,8,12
10994,6,7,21,28
10995,7,12,25,37
10996,8,19,65,84
10997,9,71,108,179
10998,10,113,186,299
10999,11,195,209,404
11000,12,198,259,457
11001,13,229,254,483
11002,14,254,249,503
11003,15,260,226,486
11004,16,232,244,476
11005,17,185,226,411
11006,18,151,159,310
11007,19,89,187,276
11008,20,65,146,211
11009,21,53,77,130
11010,22,33,85,118
11011,23,10,41,51
11012,0,8,29,37
11013,1,4,12,16
11014,2,2,4,6
11015,3,0,3,3
11016,4,2,3,5
11017,5,2,30,32
11018,6,3,108,111
11019,7,11,320,331
11020,8,22,595,617
11021,9,50,236,286
11022,10,65,113,178
11023,11,96,127,223
11024,12,94,186,280
11025,13,108,173,281
11026,14,66,152,218
11027,15,82,173,255
11028,16,81,310,391
11029,17,67,565,632
11030,18,60,586,646
11031,19,35,386,421
11032,20,21,255,276
11033,21,14,151,165
11034,22,6,102,108
11035,23,6,61,67
11036,0,3,23,26
11037,1,0,9,9
11038,2,0,2,2
11039,3,0,2,2
11040,4,0,2,2
11041,5,0,24,24
11042,6,3,100,103
11043,7,16,368,384
11044,8,22,670,692
11045,9,16,303,319
11046,10,49,132,181
11047,11,78,161,239
11048,12,75,184,259
11049,13,81,202,283
11050,14,75,149,224
11051,15,46,157,203
11052,16,66,296,362
11053,17,88,656,744
11054,18,78,626,704
11055,19,51,428,479
11056,20,34,248,282
11057,21,15,191,206
11058,22,9,118,127
11059,23,14,48,62
11060,0,8,22,30
11061,1,3,9,12
11062,2,0,2,2
11063,3,0,2,2
11064,5,1,26,27
11065,6,3,103,106
11066,7,18,303,321
11067,8,14,581,595
11068,9,20,282,302
11069,10,26,127,153
11070,11,38,142,180
11071,12,35,147,182
11072,13,16,147,163
11073,14,34,101,135
11074,15,50,152,202
11075,16,51,256,307
11076,17,52,527,579
11077,18,39,546,585
11078,19,28,356,384
11079,20,22,213,235
11080,21,11,154,165
11081,22,4,130,134
11082,23,9,52,61
11083,0,1,22,23
11084,1,2,7,9
11085,2,0,4,4
11086,3,2,3,5
11087,4,0,1,1
11088,5,0,21,21
11089,6,2,94,96
11090,7,12,294,306
11091,8,20,604,624
11092,9,16,271,287
11093,10,38,103,141
11094,11,50,174,224
11095,12,60,199,259
11096,13,55,148,203
11097,14,74,150,224
11098,15,42,169,211
11099,16,54,299,353
11100,17,60,596,656
11101,18,63,547,610
11102,19,50,383,433
11103,20,26,254,280
11104,21,13,174,187
11105,22,15,143,158
11106,23,8,86,94
11107,0,14,41,55
11108,1,2,28,30
11109,2,6,5,11
11110,3,3,8,11
11111,4,1,4,5
11112,5,2,19,21
11113,6,0,84,84
11114,7,13,283,296
11115,8,24,539,563
11116,9,36,294,330
11117,10,59,133,192
11118,11,75,158,233
11119,12,104,218,322
11120,13,112,246,358
11121,14,125,223,348
11122,15,115,237,352
11123,16,113,350,463
11124,17,117,621,738
11125,18,107,564,671
11126,19,75,352,427
11127,20,44,242,286
11128,21,36,153,189
11129,22,34,181,215
11130,23,35,163,198
11131,0,11,85,96
11132,1,10,60,70
11133,2,3,53,56
11134,3,6,26,32
11135,4,5,9,14
11136,5,2,5,7
11137,6,2,19,21
11138,7,8,56,64
11139,8,24,136,160
11140,9,59,206,265
11141,10,139,267,406
11142,11,207,357,564
11143,12,274,404,678
11144,13,308,370,678
11145,14,288,372,660
11146,15,311,347,658
11147,16,253,329,582
11148,17,251,309,560
11149,18,197,284,481
11150,19,163,296,459
11151,20,112,209,321
11152,21,53,167,220
11153,22,64,148,212
11154,23,45,151,196
11155,0,30,94,124
11156,1,17,89,106
11157,2,20,54,74
11158,3,18,27,45
11159,4,2,10,12
11160,5,4,6,10
11161,6,5,11,16
11162,7,16,30,46
11163,8,33,64,97
11164,9,97,154,251
11165,10,186,235,421
11166,11,227,301,528
11167,12,275,360,635
11168,13,298,383,681
11169,14,282,346,628
11170,15,266,351,617
11171,16,286,330,616
11172,17,262,361,623
11173,18,184,295,479
11174,19,114,265,379
11175,20,86,205,291
11176,21,76,153,229
11177,22,37,97,134
11178,23,25,65,90
11179,0,15,26,41
11180,1,7,21,28
11181,2,5,9,14
11182,3,3,5,8
11183,4,0,6,6
11184,5,4,34,38
11185,6,10,123,133
11186,7,20,367,387
11187,8,48,549,597
11188,9,59,238,297
11189,10,75,149,224
11190,11,115,136,251
11191,12,75,196,271
11192,13,79,184,263
11193,14,105,183,288
11194,15,81,194,275
11195,16,92,266,358
11196,17,111,601,712
11197,18,87,589,676
11198,19,61,461,522
11199,20,48,327,375
11200,21,39,232,271
11201,22,35,179,214
11202,23,24,97,121
11203,0,10,33,43
11204,1,6,5,11
11205,2,1,3,4
11206,3,0,6,6
11207,4,3,6,9
11208,5,1,29,30
11209,6,8,136,144
11210,7,18,443,461
11211,8,42,631,673
11212,9,71,329,400
11213,10,52,165,217
11214,11,65,174,239
11215,12,65,179,244
11216,13,52,187,239
11217,14,59,198,257
11218,15,91,217,308
11219,16,50,320,370
11220,17,108,673,781
11221,18,105,670,775
11222,19,73,464,537
11223,20,44,358,402
11224,21,37,260,297
11225,22,18,144,162
11226,23,10,72,82
11227,0,3,35,38
11228,1,1,13,14
11229,2,1,8,9
11230,3,0,6,6
11231,4,0,7,7
11232,5,0,34,34
11233,6,6,128,134
11234,7,10,408,418
11235,8,25,551,576
11236,9,20,245,265
11237,10,31,116,147
11238,11,14,105,119
11239,12,15,95,110
11240,13,13,51,64
11241,14,8,43,51
11242,15,10,88,98
11243,16,36,199,235
11244,17,46,442,488
11245,18,27,478,505
11246,19,26,342,368
11247,20,8,252,260
11248,21,24,165,189
11249,22,9,153,162
11250,23,14,56,70
11251,0,5,20,25
11252,1,2,11,13
11253,2,2,4,6
11254,3,1,3,4
11255,4,0,4,4
11256,5,0,30,30
11257,6,4,116,120
11258,7,15,391,406
11259,8,26,651,677
11260,9,31,270,301
11261,10,46,143,189
11262,11,46,183,229
11263,12,51,213,264
11264,13,52,186,238
11265,14,54,183,237
11266,15,66,196,262
11267,16,63,324,387
11268,17,85,663,748
11269,18,99,677,776
11270,19,70,516,586
11271,20,52,352,404
11272,21,27,240,267
11273,22,29,219,248
11274,23,20,124,144
11275,0,5,59,64
11276,1,3,22,25
11277,2,3,18,21
11278,3,1,9,10
11279,4,0,3,3
11280,5,1,24,25
11281,6,8,105,113
11282,7,9,350,359
11283,8,32,668,700
11284,9,30,329,359
11285,10,67,170,237
11286,11,64,190,254
11287,12,102,260,362
11288,13,105,276,381
11289,14,156,238,394
11290,15,145,262,407
11291,16,151,429,580
11292,17,122,697,819
11293,18,110,558,668
11294,19,82,410,492
11295,20,52,289,341
11296,21,35,252,287
11297,22,26,176,202
11298,23,31,156,187
11299,0,31,111,142
11300,1,24,64,88
11301,2,12,69,81
11302,3,4,25,29
11303,4,0,9,9
11304,5,0,1,1
11305,6,10,21,31
11306,7,21,55,76
11307,8,52,149,201
11308,9,115,216,331
11309,10,183,299,482
11310,11,260,348,608
11311,12,262,378,640
11312,13,291,358,649
11313,14,278,331,609
11314,15,267,361,628
11315,16,267,372,639
11316,17,259,309,568
11317,18,133,283,416
11318,19,9,45,54
11319,20,5,34,39
11320,21,20,82,102
11321,22,20,90,110
11322,23,18,73,91
11323,0,32,85,117
11324,1,10,63,73
11325,2,7,49,56
11326,3,7,33,40
11327,4,0,7,7
11328,5,0,6,6
11329,6,6,6,12
11330,7,2,22,24
11331,8,8,43,51
11332,9,8,71,79
11333,10,11,57,68
11334,11,7,70,77
11335,12,5,56,61
11336,13,5,47,52
11337,14,3,50,53
11338,15,0,38,38
11339,16,4,32,36
11340,17,2,25,27
11341,18,1,38,39
11342,19,1,34,35
11343,20,1,34,35
11344,21,0,11,11
11345,22,0,13,13
11346,23,0,17,17
11347,0,0,6,6
11348,1,1,1,2
11349,2,1,3,4
11350,3,0,1,1
11351,4,0,3,3
11352,5,0,14,14
11353,6,2,43,45
11354,7,1,206,207
11355,8,11,471,482
11356,9,17,255,272
11357,10,12,88,100
11358,11,10,91,101
11359,12,12,117,129
11360,13,9,98,107
11361,14,12,102,114
11362,15,11,101,112
11363,16,10,93,103
11364,17,13,219,232
11365,18,10,369,379
11366,19,11,287,298
11367,20,17,186,203
11368,21,7,145,152
11369,22,18,71,89
11370,23,10,49,59
11371,0,0,13,13
11372,1,1,6,7
11373,2,0,3,3
11374,3,0,2,2
11375,4,0,3,3
11376,5,0,22,22
11377,6,3,117,120
11378,7,3,387,390
11379,8,12,599,611
11380,9,6,302,308
11381,10,33,129,162
11382,11,27,157,184
11383,12,36,188,224
11384,13,35,189,224
11385,14,50,166,216
11386,15,60,176,236
11387,16,54,308,362
11388,17,72,619,691
11389,18,52,580,632
11390,19,33,449,482
11391,20,16,269,285
11392,21,13,213,226
11393,22,8,149,157
11394,23,4,69,73
11395,0,13,23,36
11396,1,8,17,25
11397,2,1,6,7
11398,3,0,3,3
11399,4,0,6,6
11400,5,0,24,24
11401,6,3,103,106
11402,7,13,376,389
11403,8,20,634,654
11404,9,33,288,321
11405,10,44,138,182
11406,11,42,177,219
11407,12,49,220,269
11408,13,35,193,228
11409,14,47,176,223
11410,15,47,182,229
11411,16,49,327,376
11412,17,68,664,732
11413,18,60,649,709
11414,19,42,501,543
11415,20,22,358,380
11416,21,27,212,239
11417,22,22,170,192
11418,23,10,94,104
11419,0,1,42,43
11420,1,1,22,23
11421,2,3,10,13
11422,3,1,5,6
11423,4,1,2,3
11424,5,0,17,17
11425,6,5,122,127
11426,7,3,222,225
11427,8,4,358,362
11428,9,12,189,201
11429,10,14,125,139
11430,11,16,135,151
11431,12,24,180,204
11432,13,19,178,197
11433,14,37,132,169
11434,15,39,165,204
11435,16,37,281,318
11436,17,49,565,614
11437,18,75,589,664
11438,19,57,407,464
11439,20,23,314,337
11440,21,28,222,250
11441,22,20,163,183
11442,23,6,106,112
11443,0,12,61,73
11444,1,3,32,35
11445,2,4,18,22
11446,3,1,2,3
11447,4,0,6,6
11448,5,0,19,19
11449,6,5,115,120
11450,7,10,305,315
11451,8,17,575,592
11452,9,42,292,334
11453,10,64,172,236
11454,11,47,186,233
11455,12,63,244,307
11456,13,94,212,306
11457,14,94,206,300
11458,15,101,223,324
11459,16,105,335,440
11460,17,89,613,702
11461,18,94,560,654
11462,19,62,379,441
11463,20,49,240,289
11464,21,23,185,208
11465,22,24,134,158
11466,23,11,105,116
11467,0,4,99,103
11468,1,7,60,67
11469,2,8,49,57
11470,3,3,23,26
11471,4,0,2,2
11472,5,2,3,5
11473,6,10,18,28
11474,7,10,45,55
11475,8,24,134,158
11476,9,45,169,214
11477,10,60,231,291
11478,11,96,262,358
11479,12,105,276,381
11480,13,120,269,389
11481,14,147,293,440
11482,15,148,260,408
11483,16,132,244,376
11484,17,98,224,322
11485,18,17,73,90
11486,19,29,110,139
11487,20,21,81,102
11488,21,12,72,84
11489,22,17,66,83
11490,23,5,37,42
11491,0,0,36,36
11492,1,5,37,42
11493,2,4,36,40
11494,3,2,14,16
11495,4,0,4,4
11496,5,0,6,6
11497,6,1,6,7
11498,7,7,20,27
11499,8,26,81,107
11500,9,52,133,185
11501,10,127,253,380
11502,11,128,283,411
11503,12,223,361,584
11504,13,226,369,595
11505,14,281,372,653
11506,15,279,324,603
11507,16,240,347,587
11508,17,188,334,522
11509,18,164,323,487
11510,19,128,247,375
11511,20,45,198,243
11512,21,65,139,204
11513,22,23,85,108
11514,23,15,67,82
11515,0,12,36,48
11516,1,9,15,24
11517,2,3,5,8
11518,3,0,4,4
11519,4,0,2,2
11520,5,1,19,20
11521,6,2,121,123
11522,7,6,343,349
11523,8,17,579,596
11524,9,29,239,268
11525,10,41,116,157
11526,11,52,111,163
11527,12,45,180,225
11528,13,48,199,247
11529,14,56,162,218
11530,15,55,176,231
11531,16,44,303,347
11532,17,66,617,683
11533,18,53,611,664
11534,19,51,420,471
11535,20,28,281,309
11536,21,26,195,221
11537,22,11,123,134
11538,23,10,50,60
11539,0,7,28,35
11540,1,0,21,21
11541,2,1,7,8
11542,3,1,2,3
11543,4,1,7,8
11544,5,0,17,17
11545,6,2,24,26
11546,7,8,161,169
11547,8,19,538,557
11548,9,18,331,349
11549,10,30,144,174
11550,11,50,179,229
11551,12,41,228,269
11552,13,41,208,249
11553,14,37,167,204
11554,15,48,186,234
11555,16,41,313,354
11556,17,65,616,681
11557,18,81,662,743
11558,19,58,429,487
11559,20,36,299,335
11560,21,31,251,282
11561,22,21,190,211
11562,23,16,79,95
11563,0,4,43,47
11564,1,8,7,15
11565,2,7,9,16
11566,3,0,6,6
11567,4,2,2,4
11568,5,2,31,33
11569,6,3,117,120
11570,7,14,344,358
11571,8,26,640,666
11572,9,26,289,315
11573,10,28,147,175
11574,11,39,145,184
11575,12,35,210,245
11576,13,49,179,228
11577,14,51,189,240
11578,15,52,204,256
11579,16,54,313,367
11580,17,70,659,729
11581,18,43,770,813
11582,19,43,461,504
11583,20,42,296,338
11584,21,21,218,239
11585,22,27,146,173
11586,23,21,77,98
11587,0,15,75,90
11588,1,9,15,24
11589,2,4,13,17
11590,3,2,4,6
11591,4,0,2,2
11592,5,1,20,21
11593,6,8,128,136
11594,7,8,376,384
11595,8,19,608,627
11596,9,25,279,304
11597,10,36,132,168
11598,11,34,167,201
11599,12,64,237,301
11600,13,48,217,265
11601,14,33,171,204
11602,15,63,220,283
11603,16,45,325,370
11604,17,87,617,704
11605,18,64,642,706
11606,19,55,467,522
11607,20,52,368,420
11608,21,42,257,299
11609,22,29,217,246
11610,23,21,100,121
11611,0,19,70,89
11612,1,15,33,48
11613,2,0,11,11
11614,3,0,14,14
11615,4,0,4,4
11616,5,0,24,24
11617,6,8,127,135
11618,7,9,347,356
11619,8,34,584,618
11620,9,32,262,294
11621,10,45,154,199
11622,11,77,181,258
11623,12,46,125,171
11624,13,71,207,278
11625,14,83,159,242
11626,15,103,240,343
11627,16,82,358,440
11628,17,96,547,643
11629,18,77,564,641
11630,19,64,388,452
11631,20,58,255,313
11632,21,49,186,235
11633,22,50,182,232
11634,23,51,205,256
11635,0,42,111,153
11636,1,28,79,107
11637,2,24,51,75
11638,3,11,21,32
11639,4,0,9,9
11640,5,8,14,22
11641,6,9,33,42
11642,7,8,79,87
11643,8,42,155,197
11644,9,61,223,284
11645,10,148,284,432
11646,11,221,354,575
11647,12,220,330,550
11648,13,217,307,524
11649,14,187,241,428
11650,15,241,300,541
11651,16,230,310,540
11652,17,204,298,502
11653,18,156,278,434
11654,19,151,254,405
11655,20,100,209,309
11656,21,86,183,269
11657,22,67,150,217
11658,23,35,114,149
11659,0,23,111,134
11660,1,37,84,121
11661,2,29,64,93
11662,3,9,19,28
11663,4,9,7,16
11664,5,1,10,11
11665,6,3,14,17
11666,7,5,31,36
11667,8,23,91,114
11668,9,63,128,191
11669,10,112,221,333
11670,11,144,270,414
11671,12,207,351,558
11672,13,197,368,565
11673,14,226,292,518
11674,15,229,342,571
11675,16,181,363,544
11676,17,195,316,511
11677,18,131,332,463
11678,19,117,266,383
11679,20,73,203,276
11680,21,55,148,203
11681,22,44,113,157
11682,23,22,80,102
11683,0,13,21,34
11684,1,1,8,9
11685,2,1,5,6
11686,3,2,3,5
11687,4,0,2,2
11688,5,2,21,23
11689,6,8,134,142
11690,7,18,367,385
11691,8,31,608,639
11692,9,61,289,350
11693,10,62,128,190
11694,11,64,149,213
11695,12,74,189,263
11696,13,75,197,272
11697,14,59,180,239
11698,15,76,186,262
11699,16,68,320,388
11700,17,102,667,769
11701,18,78,602,680
11702,19,83,463,546
11703,20,46,277,323
11704,21,37,210,247
11705,22,26,147,173
11706,23,21,92,113
11707,0,10,28,38
11708,1,6,3,9
11709,2,9,7,16
11710,3,2,4,6
11711,4,0,5,5
11712,5,0,20,20
11713,6,7,158,165
11714,7,21,442,463
11715,8,36,605,641
11716,9,37,258,295
11717,10,46,111,157
11718,11,60,157,217
11719,12,60,203,263
11720,13,53,166,219
11721,14,8,63,71
11722,15,40,94,134
11723,16,54,335,389
11724,17,77,640,717
